,Asset Type,Class Life,GDS,ADS,System,Method,bonus,bea_asset_code,Asset,delta,b,z_c,z_nc,z_c_d,z_nc_d,z_c_e,z_nc_e,rho_c,metr_c,mettr_c,rho_nc,metr_nc,mettr_nc,rho_c_d,metr_c_d,mettr_c_d,rho_nc_d,metr_nc_d,mettr_nc_d,rho_c_e,metr_c_e,mettr_c_e,rho_nc_e,metr_nc_e,mettr_nc_e,asset_category,assets_c,assets_nc
55,Mining,10.0,7.0,10.0,GDS,GDS 200%,1.0,SM02,Mining,0.045,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-1.29650484004e-16,0.0968475687264,0.0501790153865,1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,-1.5770213418e-16,0.147272903578,0.058,3.58908305375e-16,0.0913303694388,0.0527028385726,-1.31660724391e-16,0.0,Mining and Drilling Structures,39408863.0603,99970591136.9
56,Religious,40.0,39.0,40.0,GDS,GDS 200%,1.0,SB10,Religious,0.0188,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Nonresidential Buildings,382449733.006,2.98324550267e+11
57,Educational and vocational,40.0,39.0,40.0,GDS,ADS SL,1.0,SB20,Educational and vocational,0.0188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Nonresidential Buildings,3156162145.94,4.92413837854e+11
58,Lodging,40.0,39.0,40.0,GDS,GDS SL,1.0,SB41,Lodging,0.0281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-1.29650484004e-16,0.0968475687264,0.0501790153865,1.38282783161e-16,0.0374499626025,0.044,-1.5770213418e-16,0.112301996276,0.044,-1.5770213418e-16,0.147272903578,0.058,1.19636101792e-16,0.0913303694388,0.0527028385726,-1.31660724391e-16,0.0,Nonresidential Buildings,276306696.901,5.04630693303e+11
59,Amusement and recreation,10.0,7.0,10.0,GDS,GDS 200%,1.0,SB42,Amusement and recreation,0.03,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,808525153.063,3.26791474847e+11
60,Air transportation,40.0,39.0,40.0,GDS,GDS SL,1.0,SB43,Air transportation,0.0237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,180467028.21,33018532971.8
61,Other transportation,40.0,39.0,40.0,GDS,GDS SL,1.0,SB45,Other transportation,0.0237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,11499238.6555,4790500761.34
62,Other railroad,30.0,20.0,30.0,GDS,GDS 150%,1.0,SU11,Other railroad,0.0176,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,-1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-1.31660724391e-16,0.0,Other Structures,1116938207.63,1.70049061792e+11
63,Track replacement,10.0,7.0,10.0,GDS,GDS 200%,1.0,SU12,Track replacement,0.0249,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,0.0,0.0968475687264,0.0501790153865,0.0,0.0374499626025,0.044,0.0,0.112301996276,0.044,0.0,0.147272903578,0.058,0.0,0.0913303694388,0.0527028385726,0.0,1.31660724391e-16,Other Structures,1328685069.13,2.06718314931e+11
64,Local transit structures,40.0,39.0,40.0,GDS,GDS SL,1.0,SB44,Local transit structures,0.0237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,46331691.6913,11920668308.3
65,Other land transportation,3.0,5.0,5.0,GDS,GDS 200%,1.0,SB46,Other land transportation,0.0237,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,43915982.5415,11960084017.5
66,Farm,25.0,20.0,25.0,GDS,GDS 150%,1.0,SN00,Farm,0.0239,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-1.5770213418e-16,0.112301996276,0.044,-1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-1.31660724391e-16,0.0,Other Structures,262151734.612,3.19976848265e+11
67,Water supply,50.0,20.0,50.0,GDS,GDS 150%,1.0,SO01,Water supply,0.0225,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,0.0,0.0968475687264,0.0501790153865,0.0,0.0374499626025,0.044,0.0,0.112301996276,0.044,0.0,0.147272903578,0.058,0.0,0.0913303694388,0.0527028385726,0.0,1.31660724391e-16,Other Structures,140564677.741,58496435322.3
68,Sewage and waste disposal,50.0,20.0,50.0,GDS,GDS 150%,1.0,SO02,Sewage and waste disposal,0.0225,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,0.0,0.0968475687264,0.0501790153865,0.0,0.0374499626025,0.044,0.0,0.112301996276,0.044,0.0,0.147272903578,0.058,0.0,0.0913303694388,0.0527028385726,0.0,1.31660724391e-16,Other Structures,281306277.509,56078693722.5
69,Public safety,40.0,39.0,40.0,GDS,GDS SL,1.0,SO03,Public safety,0.0237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Other Structures,53215347.6207,25579784652.4
70,Highway and conservation and development,20.0,15.0,20.0,GDS,GDS 150%,1.0,SO04,Highway and conservation and development,0.0225,1.5,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,0.0,0.0968475687264,0.0501790153865,0.0,0.0374499626025,0.044,0.0,0.112301996276,0.044,0.0,0.147272903578,0.058,0.0,0.0913303694388,0.0527028385726,0.0,1.31660724391e-16,Other Structures,136281755.963,37416718244.0
71,Prepackaged software,3.0,3.0,3.0,GDS,GDS 200%,1.0,ENS1,Prepackaged software,0.55,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,9.67979482124e-16,0.0374499626025,0.044,7.88510670899e-16,0.112301996276,0.044,7.88510670899e-16,0.147272903578,0.058,8.37452712541e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Computers and Software,909965380.58,93517034619.4
72,Custom software,3.0,3.0,3.0,GDS,GDS 200%,1.0,ENS2,Custom software,0.33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-1.73472347598e-15,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,8.37452712541e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Computers and Software,2107977265.41,2.55933022735e+11
73,Own account software,3.0,3.0,3.0,GDS,GDS 200%,1.0,ENS3,Own account software,0.33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-1.73472347598e-15,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,8.37452712541e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Computers and Software,2079550592.73,2.60104449407e+11
74,Pharmaceutical and medicine manufacturing,9.0,5.0,9.0,GDS,GDS 200%,1.0,RD11,Pharmaceutical and medicine manufacturing,0.1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Intellectual Property,1058078173.34,4.64017921827e+11
75,"Chemical manufacturing, ex. pharma and med",9.5,5.0,9.5,GDS,GDS 200%,1.0,RD12,"Chemical manufacturing, ex. pharma and med",0.16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,7.88510670899e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,6.58303621953e-16,7.89964346344e-16,Intellectual Property,145219679.972,63685780320.0
76,Semiconductor and other component manufacturing,5.0,5.0,5.0,GDS,GDS 200%,1.0,RD23,Semiconductor and other component manufacturing,0.25,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-4.73106402539e-16,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Intellectual Property,1512797260.41,92988202739.6
77,Computers and peripheral equipment manufacturing,6.0,5.0,6.0,GDS,GDS 200%,1.0,RD21,Computers and peripheral equipment manufacturing,0.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-9.0755338803e-16,0.0968475687264,0.0501790153865,-1.24454504845e-15,0.0374499626025,0.044,-4.73106402539e-16,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Intellectual Property,173161426.502,10643838573.5
78,Communications equipment manufacturing,6.0,5.0,6.0,GDS,GDS 200%,1.0,RD22,Communications equipment manufacturing,0.27,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-4.73106402539e-16,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Intellectual Property,694918879.954,42715081120.0
79,Navigational and other instruments manufacturing,6.0,5.0,6.0,GDS,GDS 200%,1.0,RD24,Navigational and other instruments manufacturing,0.29,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,-1.73472347598e-15,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,8.37452712541e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Intellectual Property,557728029.892,34282271970.1
80,"Other computer and electronic manufacturing, n.e.c.",6.0,5.0,6.0,GDS,GDS 200%,1.0,RD25,"Other computer and electronic manufacturing, n.e.c.",0.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-9.0755338803e-16,0.0968475687264,0.0501790153865,-1.24454504845e-15,0.0374499626025,0.044,-4.73106402539e-16,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,-3.94982173172e-16,-2.63321448781e-16,Intellectual Property,29615294.3542,1820384705.65
81,Motor vehicles and parts manufacturing,12.0,7.0,12.0,GDS,GDS 200%,1.0,RD31,Motor vehicles and parts manufacturing,0.31,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,9.67979482124e-16,0.0374499626025,0.044,-1.73472347598e-15,0.112301996276,0.044,-4.73106402539e-16,0.147272903578,0.058,8.37452712541e-16,0.0913303694388,0.0527028385726,6.58303621953e-16,7.89964346344e-16,Intellectual Property,643321277.603,44505678722.4
82,Aerospace products and parts manufacturing,10.0,7.0,10.0,GDS,GDS 200%,1.0,RD32,Aerospace products and parts manufacturing,0.22,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,-3.88951452013e-16,0.0968475687264,0.0501790153865,4.14848349482e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,3.58908305375e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Intellectual Property,87880487.0692,38053119512.9
83,Other manufacturing,12.0,7.0,12.0,GDS,GDS 200%,1.0,RDOM,Other manufacturing,0.16,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,-1.38282783161e-16,0.0374499626025,0.044,7.88510670899e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,-1.19636101792e-16,0.0913303694388,0.0527028385726,6.58303621953e-16,7.89964346344e-16,Intellectual Property,2934563031.73,2.35649436968e+11
84,Residential,40.0,27.5,40.0,GDS,ADS SL,1.0,RES,Residential,0.01631376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05352,1.29650484004e-16,0.0968475687264,0.0501790153865,1.38282783161e-16,0.0374499626025,0.044,1.5770213418e-16,0.112301996276,0.044,1.5770213418e-16,0.147272903578,0.058,1.19636101792e-16,0.0913303694388,0.0527028385726,1.31660724391e-16,2.63321448781e-16,Residential Buildings,,
85,Scientific research and development services,50.0,50.0,50.0,ADS,ADS SL,0.0,RD70,Scientific research and development services,0.16,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.1243126112,0.569472481645,0.611168025067,0.112544998641,0.554142645231,0.570839986493,0.111332534601,0.604787583811,0.649170727102,0.10433694659,0.578289365005,0.640395914691,0.130372939574,0.555122403549,0.595753238788,0.115879646395,0.545193308643,0.545193308643,Intellectual Property,19432894.3094,45655567105.7
86,Software publishers,50.0,50.0,50.0,ADS,ADS SL,0.0,RD40,Software publishers,0.22,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.144205626711,0.628863302905,0.664806989684,0.130348674181,0.615040078453,0.629456813118,0.131136221248,0.664471039494,0.702151611568,0.122083107352,0.639589776552,0.692668436639,0.150292097255,0.614084831742,0.649330606631,0.133700792999,0.605815063694,0.605815063694,Intellectual Property,199026687.872,21407973312.1
87,Financial and real estate services,50.0,50.0,50.0,ADS,ADS SL,0.0,RD50,Financial and real estate services,0.16,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.1243126112,0.569472481645,0.611168025067,0.112544998641,0.554142645231,0.570839986493,0.111332534601,0.604787583811,0.649170727102,0.10433694659,0.578289365005,0.640395914691,0.130372939574,0.555122403549,0.595753238788,0.115879646395,0.545193308643,0.545193308643,Intellectual Property,139402358.492,7498597641.51
88,Computer systems design and related services,50.0,50.0,50.0,ADS,ADS SL,0.0,RD60,Computer systems design and related services,0.36,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.190622662904,0.719235902045,0.746427222318,0.171890583774,0.708075833564,0.71900838268,0.177344823425,0.751895774851,0.77975837462,0.163490815797,0.730871732546,0.770507033929,0.196770131844,0.705239817362,0.732160373738,0.175283468409,0.699327956876,0.699327956876,Intellectual Property,8868368.74758,11425131631.3
89,"All other nonmanufacturing, n.e.c.",50.0,50.0,50.0,ADS,ADS SL,0.0,RD80,"All other nonmanufacturing, n.e.c.",0.16,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.1243126112,0.569472481645,0.611168025067,0.112544998641,0.554142645231,0.570839986493,0.111332534601,0.604787583811,0.649170727102,0.10433694659,0.578289365005,0.640395914691,0.130372939574,0.555122403549,0.595753238788,0.115879646395,0.545193308643,0.545193308643,Intellectual Property,700891450.004,1.1894110855e+11
90,Private universities and colleges,50.0,50.0,50.0,ADS,ADS SL,0.0,RD91,Private universities and colleges,0.16,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.1243126112,0.569472481645,0.611168025067,0.112544998641,0.554142645231,0.570839986493,0.111332534601,0.604787583811,0.649170727102,0.10433694659,0.578289365005,0.640395914691,0.130372939574,0.555122403549,0.595753238788,0.115879646395,0.545193308643,0.545193308643,Intellectual Property,104913069.804,14674086930.2
91,Other nonprofit institutions,50.0,50.0,50.0,ADS,ADS SL,0.0,RD92,Other nonprofit institutions,0.16,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.1243126112,0.569472481645,0.611168025067,0.112544998641,0.554142645231,0.570839986493,0.111332534601,0.604787583811,0.649170727102,0.10433694659,0.578289365005,0.640395914691,0.130372939574,0.555122403549,0.595753238788,0.115879646395,0.545193308643,0.545193308643,Intellectual Property,66034689.5635,81609965310.4
92,Theatrical movies,50.0,50.0,50.0,ADS,ADS SL,0.0,AE10,Theatrical movies,0.093,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.102098743879,0.475801582205,0.526568924499,0.0926642276212,0.458485580956,0.478765275698,0.0892184178447,0.506828286547,0.562212454475,0.0845204004062,0.479415622873,0.55608359565,0.108129880164,0.463608024792,0.512596902052,0.0959793660202,0.450894074864,0.450894074864,Intellectual Property,891979894.387,1.75351020106e+11
93,Long-lived television programs,50.0,50.0,50.0,ADS,ADS SL,0.0,AE20,Long-lived television programs,0.168,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.126965013268,0.578466550567,0.619291040282,0.114918822046,0.563352508379,0.579704940611,0.113973026154,0.613943741911,0.657298630369,0.106703101359,0.587640851674,0.648370180765,0.133028827265,0.56400427492,0.603823925565,0.118255799276,0.554331889891,0.554331889891,Intellectual Property,1045609503.93,1.58474390496e+11
94,Books,50.0,50.0,50.0,ADS,ADS SL,0.0,AE30,Books,0.121,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.111382151117,0.5194921317,0.566028150499,0.10097260954,0.503043294462,0.5216543045,0.0984601382801,0.553118645082,0.603304313338,0.0928019420951,0.525871991398,0.595698199892,0.117425487082,0.506069751623,0.551180583684,0.104295901102,0.494679675658,0.494679675658,Intellectual Property,554089968.165,81307910031.8
95,Music,50.0,50.0,50.0,ADS,ADS SL,0.0,AE40,Music,0.267,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.159788488861,0.665057224201,0.697495617699,0.144294886687,0.652246752893,0.665270098992,0.146649109122,0.69996408254,0.733658715026,0.135984266616,0.676433155871,0.724085784508,0.165895437439,0.650382187144,0.682312911155,0.147660691173,0.643081458213,0.643081458213,Intellectual Property,58446600.7556,23417553399.2
96,Other entertainment originals,50.0,50.0,50.0,ADS,ADS SL,0.0,AE50,Other entertainment originals,0.109,1.0,0.00534922443487,0.00660650972257,0.00981566763539,0.00981566763539,0.00404211595165,0.00563167497875,0.107403548015,0.501692439503,0.549952315216,0.0974118744319,0.484877837747,0.504169143459,0.0944994009506,0.534388582812,0.586677674451,0.0892527099427,0.507017769788,0.579620694244,0.113441655545,0.488723963687,0.535418992969,0.100731671781,0.476799723061,0.476799723061,Intellectual Property,53928488.2849,27034071511.7
97,Land,100.0,100.0,100.0,ADS,ADS SL,0.0,LAND,Land,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07136,0.25,0.322635676545,0.06516755245,0.23,0.258836471204,0.0586666666667,0.25,0.334226497207,0.0571428571429,0.23,0.343400135755,0.0773333333333,0.25,0.318497777079,0.0684452448994,0.23,0.23,Land,2.23039181129e+12,1.04420081887e+13
98,Inventories,100.0,100.0,100.0,ADS,ADS SL,0.0,INV,Inventories,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07136,0.25,0.322635676545,0.06516755245,0.23,0.258836471204,0.0586666666667,0.25,0.334226497207,0.0571428571429,0.23,0.343400135755,0.0773333333333,0.25,0.318497777079,0.0684452448994,0.23,0.23,Inventories,5.61687839938,2438.1831216
